GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0400000US41,41,Oregon,1553205,7348,978396,8818,749945,8284,574809,8927,6.8,0.4,4.1,0.3,1.5,0.2,13.0,0.8,4.9,0.3,2.7,0.3,1.3,0.2,9.0,0.6,10.4,0.4,7.3,0.5,4.7,0.4,16.3,0.8,10.6,0.4,9.5,0.5,7.7,0.6,13.2,0.8,13.6,0.4,12.8,0.5,11.9,0.5,14.6,0.7,18.8,0.5,20.0,0.5,21.0,0.6,15.6,0.8,12.6,0.4,14.8,0.5,16.9,0.6,8.2,0.6,13.1,0.4,16.6,0.6,19.7,0.7,6.4,0.5,4.6,0.2,6.2,0.3,7.7,0.4,1.6,0.3,4.7,0.2,6.1,0.3,7.5,0.4,2.0,0.3,54148,912,66287,682,76975,936,33646,854,73144,870,85527,1146,97112,1541,48757,1199,30.5,,,,,,,,,,30.1,,,,,,,,,,,,29.7,
0400000US42,42,Pennsylvania,4956037,11868,3204295,17133,2366755,17690,1751742,14859,6.7,0.2,3.8,0.2,1.2,0.1,13.0,0.4,4.9,0.1,2.6,0.2,1.1,0.1,9.4,0.3,10.3,0.2,6.6,0.2,3.8,0.2,17.7,0.5,9.9,0.2,8.1,0.2,6.3,0.2,13.6,0.4,13.3,0.2,12.8,0.2,11.2,0.2,14.5,0.4,18.4,0.2,19.6,0.3,20.0,0.3,15.8,0.4,12.8,0.3,15.3,0.3,17.3,0.4,7.5,0.3,13.5,0.2,17.4,0.2,21.3,0.3,5.5,0.3,5.2,0.1,6.9,0.2,8.8,0.2,1.7,0.1,5.1,0.1,6.9,0.2,8.9,0.2,1.5,0.1,55702,377,70194,401,83093,690,31721,301,75981,519,90802,705,105518,809,45783,549,36.2,,,,,,,,,,36.4,,,,,,,,,,,,34.6,
0400000US44,44,Rhode Island,407484,4045,250262,5513,174967,5396,157222,5298,8.0,0.7,4.0,0.7,1.1,0.4,15.3,1.4,5.6,0.6,3.2,0.6,1.1,0.4,9.7,1.2,9.3,0.7,6.4,0.9,3.3,0.6,14.6,1.5,8.8,0.7,7.4,0.9,5.5,0.8,10.8,1.2,12.1,0.8,11.4,1.0,9.8,1.0,13.9,1.4,16.5,0.9,16.3,1.2,15.2,1.2,17.1,1.4,13.1,0.8,15.8,1.2,17.9,1.6,7.8,1.1,14.8,0.7,19.2,1.2,23.9,1.4,6.5,0.9,6.2,0.6,8.6,0.8,11.8,1.0,2.1,0.5,5.6,0.6,7.6,0.8,10.4,1.1,2.1,0.6,58073,2421,76623,2386,93479,2455,34566,2026,78295,1785,94929,2669,113452,3187,48712,2146,36.8,,,,,,,,,,38.1,,,,,,,,,,,,33.5,
0400000US45,45,South Carolina,1857768,9376,1220885,10113,867390,11066,636883,10285,8.2,0.3,5.0,0.3,1.8,0.2,15.3,0.6,6.2,0.3,3.4,0.3,1.5,0.2,12.1,0.6,11.9,0.4,9.2,0.4,5.7,0.4,18.0,0.8,11.2,0.4,9.9,0.4,7.6,0.4,13.9,0.7,14.6,0.4,14.2,0.5,12.9,0.5,15.2,0.8,18.7,0.5,20.7,0.6,22.5,0.7,14.2,0.7,11.7,0.4,14.4,0.5,17.7,0.7,5.8,0.4,10.7,0.4,14.1,0.5,18.1,0.6,3.7,0.3,3.5,0.2,4.9,0.3,6.4,0.4,0.8,0.2,3.2,0.2,4.4,0.3,5.9,0.4,0.9,0.2,47238,547,59282,943,72409,908,27811,830,64352,758,76253,1019,90422,1316,39349,1113,36.2,,,,,,,,,,36.8,,,,,,,,,,,,33.7,
0400000US46,46,South Dakota,339437,2931,217013,4084,170511,4067,122424,3767,6.1,0.5,3.7,0.6,1.4,0.5,11.2,1.1,5.5,0.7,2.2,0.5,1.3,0.4,11.9,1.5,10.2,0.7,6.9,0.8,3.6,0.5,17.7,1.7,10.6,0.7,7.9,0.8,5.5,0.6,15.7,1.4,14.9,0.9,13.6,1.0,11.8,1.2,17.8,1.6,19.7,1.0,21.2,1.2,23.0,1.4,15.0,1.6,14.2,0.7,18.2,1.1,21.2,1.2,5.7,0.7,12.0,0.7,16.7,1.1,20.4,1.4,2.9,0.8,3.4,0.4,4.4,0.5,5.4,0.6,1.4,0.5,3.6,0.4,5.2,0.5,6.4,0.7,0.7,0.3,53017,1096,67643,1926,78002,1524,30775,972,68723,1445,83560,2190,95402,2668,39476,1436,30.6,,,,,,,,,,30.8,,,,,,,,,,,,28.9,
0400000US47,47,Tennessee,2530260,10743,1675678,13165,1213001,13040,854582,11354,8.0,0.3,5.1,0.3,1.9,0.2,14.9,0.7,6.0,0.2,3.6,0.2,1.7,0.2,11.3,0.5,12.1,0.3,8.8,0.3,5.7,0.3,18.9,0.7,11.4,0.3,10.3,0.4,8.4,0.4,13.9,0.5,14.9,0.3,15.0,0.5,13.8,0.5,14.6,0.6,18.5,0.4,20.3,0.5,22.3,0.6,13.8,0.6,11.1,0.3,13.5,0.4,16.2,0.6,5.9,0.4,10.8,0.2,13.9,0.3,17.7,0.4,3.9,0.3,3.5,0.2,4.6,0.2,6.0,0.3,1.3,0.2,3.7,0.2,4.9,0.2,6.4,0.3,1.3,0.2,47275,489,57830,846,70569,596,27858,807,66009,764,77498,1040,91118,1160,41143,992,36.6,,,,,,,,,,37.5,,,,,,,,,,,,33.3,
0400000US48,48,Texas,9421412,21122,6520909,27610,4709478,27482,2900503,23635,6.6,0.1,4.5,0.1,1.7,0.1,13.0,0.3,4.7,0.1,3.1,0.1,1.8,0.1,8.6,0.3,10.3,0.2,8.6,0.2,5.8,0.2,15.1,0.3,10.1,0.1,9.2,0.2,7.2,0.2,12.6,0.3,13.5,0.2,12.9,0.3,11.5,0.3,14.8,0.4,18.0,0.2,18.1,0.2,18.3,0.3,16.8,0.4,12.0,0.2,13.2,0.2,15.3,0.3,8.2,0.3,13.5,0.2,16.1,0.2,19.9,0.3,6.7,0.2,5.4,0.1,6.7,0.2,8.7,0.2,2.1,0.1,6.0,0.1,7.5,0.2,9.9,0.2,2.2,0.1,55653,314,65316,479,80435,434,35525,354,78862,449,89670,672,105709,785,50710,579,35.2,,,,,,,,,,36.0,,,,,,,,,,,,31.4,
0400000US49,49,Utah,930980,5092,693181,7268,564803,7857,237799,6344,4.5,0.3,2.8,0.3,1.3,0.2,10.3,0.9,3.5,0.3,2.3,0.3,1.5,0.3,7.6,0.8,7.7,0.4,5.4,0.4,3.9,0.4,15.6,1.0,9.1,0.5,7.7,0.5,6.8,0.5,13.4,1.0,13.6,0.6,12.6,0.6,11.5,0.6,17.8,1.4,20.8,0.6,21.7,0.8,21.9,0.9,17.5,1.3,15.0,0.4,17.0,0.6,18.3,0.7,8.2,0.7,15.4,0.6,17.9,0.7,20.1,0.8,6.8,0.9,5.7,0.3,6.8,0.4,8.0,0.5,1.6,0.4,4.7,0.3,5.7,0.4,6.6,0.4,1.2,0.3,62912,1223,71594,778,78689,1566,36781,905,79860,1180,88958,1426,96725,1617,48692,1504,32.2,,,,,,,,,,31.9,,,,,,,,,,,,30.9,
0400000US50,50,Vermont,254865,3016,152379,3273,123509,2787,102486,3403,4.9,0.6,2.7,0.5,1.0,0.3,8.9,1.2,5.3,0.6,1.4,0.4,0.7,0.2,11.1,1.4,11.0,0.8,6.9,1.0,4.2,0.8,18.1,1.9,9.2,0.9,7.1,0.8,5.6,0.9,12.9,1.5,13.1,0.8,11.4,0.9,10.3,1.1,16.0,1.7,19.3,1.0,20.0,1.1,20.1,1.2,17.6,1.5,14.2,0.7,18.2,1.0,20.1,1.1,7.4,1.2,14.1,0.6,19.8,1.0,23.0,1.3,4.6,0.8,4.7,0.5,6.6,0.8,8.0,1.0,1.7,0.6,4.2,0.5,6.0,0.7,7.1,0.8,1.6,0.6,56990,1325,75595,1595,84445,2265,33787,2364,74502,1869,91719,2593,102005,3121,46558,2229,31.8,,,,,,,,,,31.5,,,,,,,,,,,,31.5,
0400000US51,51,Virginia,3106895,11857,2054857,14080,1549808,15128,1052038,11860,5.8,0.2,3.5,0.2,1.2,0.1,11.2,0.5,3.8,0.2,2.1,0.2,0.9,0.1,7.7,0.5,8.1,0.2,5.5,0.3,3.2,0.2,13.9,0.6,8.3,0.2,7.1,0.3,5.0,0.3,11.4,0.5,12.0,0.4,11.2,0.4,9.3,0.4,14.0,0.6,17.4,0.3,17.5,0.4,17.6,0.4,16.7,0.7,12.8,0.3,14.2,0.3,15.5,0.4,9.5,0.5,16.0,0.3,18.7,0.4,21.9,0.5,9.7,0.4,7.4,0.2,9.3,0.3,11.4,0.3,3.3,0.3,8.4,0.2,11.1,0.3,14.1,0.3,2.7,0.2,66262,541,80403,637,95190,935,40730,575,90556,744,105386,969,121550,1167,58144,1073,35.1,,,,,,,,,,35.0,,,,,,,,,,,,33.7,
0400000US53,53,Washington,2728573,8477,1760593,11977,1363817,13461,967980,11508,5.7,0.2,3.4,0.2,1.2,0.1,11.2,0.5,3.8,0.2,2.1,0.2,1.1,0.1,7.2,0.5,8.0,0.3,5.1,0.3,3.1,0.2,13.9,0.6,8.7,0.3,7.2,0.3,5.3,0.3,12.1,0.5,12.8,0.3,11.7,0.4,10.4,0.4,14.9,0.6,18.2,0.3,18.8,0.4,18.5,0.5,16.9,0.6,13.8,0.3,15.5,0.4,17.1,0.5,9.7,0.5,15.8,0.3,18.9,0.5,22.3,0.5,9.0,0.5,6.5,0.2,8.3,0.3,10.1,0.4,2.6,0.2,6.8,0.2,8.9,0.3,11.0,0.4,2.5,0.2,64129,794,76954,754,90039,963,40194,709,85653,801,99545,1204,113003,1240,56336,918,29.9,,,,,,,,,,29.8,,,,,,,,,,,,28.4,
0400000US54,54,West Virginia,734536,5346,471947,7328,351328,7077,262589,6564,9.7,0.6,5.9,0.6,2.2,0.4,18.0,1.1,6.6,0.4,4.3,0.5,2.5,0.4,11.6,1.0,13.8,0.6,9.9,0.7,7.5,0.7,21.4,1.1,11.8,0.6,10.2,0.6,9.2,0.7,14.6,1.0,15.6,0.6,16.4,0.7,16.0,0.8,13.8,1.1,17.3,0.6,20.2,0.8,22.1,0.9,11.2,0.9,10.8,0.6,13.9,0.8,16.6,0.9,5.0,0.8,9.5,0.5,12.8,0.7,15.9,0.9,2.9,0.5,2.6,0.3,3.5,0.4,4.3,0.5,0.6,0.2,2.2,0.3,3.0,0.4,3.8,0.5,0.8,0.3,42019,793,53463,1385,63888,1537,24425,752,56568,932,67341,1285,77154,1600,34693,1131,32.3,,,,,,,,,,32.6,,,,,,,,,,,,30.5,
0400000US55,55,Wisconsin,2319538,7046,1469666,10643,1137483,9076,849872,9627,5.4,0.2,3.2,0.2,1.1,0.1,10.4,0.4,4.7,0.2,2.4,0.2,1.1,0.1,9.2,0.4,10.3,0.3,5.8,0.2,3.4,0.2,18.5,0.5,10.3,0.3,8.3,0.3,6.3,0.3,14.2,0.5,14.0,0.3,12.5,0.3,11.0,0.3,16.6,0.5,19.9,0.3,21.2,0.5,21.6,0.5,17.1,0.6,14.0,0.2,17.4,0.3,19.8,0.4,7.3,0.4,13.6,0.3,18.3,0.4,22.2,0.5,4.5,0.3,4.2,0.2,5.9,0.2,7.2,0.3,1.0,0.1,3.7,0.1,5.1,0.2,6.3,0.3,1.1,0.1,55638,427,70870,423,81245,489,32786,622,72099,612,86652,794,98311,929,44244,792,31.9,,,,,,,,,,31.4,,,,,,,,,,,,31.5,
0400000US56,56,Wyoming,228937,3666,145470,3828,117245,3074,83467,4135,4.7,0.7,2.4,0.5,1.3,0.4,9.9,1.7,4.5,0.6,2.2,0.6,0.6,0.3,9.3,1.5,9.6,0.9,5.4,0.9,3.4,0.7,17.1,2.1,9.5,1.1,7.7,1.0,6.6,0.9,13.0,1.9,13.4,1.0,11.0,1.3,10.1,1.3,16.0,2.0,18.8,1.2,20.9,1.7,21.1,1.8,15.4,1.7,14.4,1.0,18.3,1.4,19.6,1.5,8.2,1.4,17.1,1.3,22.1,1.8,25.5,2.3,6.8,1.4,4.7,0.8,6.1,1.0,7.1,1.2,2.0,0.8,3.4,0.6,4.0,0.7,4.5,0.8,2.3,0.9,60214,1582,75540,2025,82544,2825,35441,2019,76934,2679,87755,2585,96189,3105,55674,4627,35.7,,,,,,,,,,36.1,,,,,,,,,,,,33.7,
0400000US72,72,Puerto Rico,1221851,9077,844538,9291,471172,8292,377313,6976,30.1,0.6,24.5,0.7,13.2,0.8,45.8,1.3,12.3,0.5,10.7,0.5,10.2,0.6,16.0,1.0,18.3,0.5,19.1,0.7,19.9,0.9,16.7,1.0,11.2,0.5,12.5,0.6,13.6,0.7,7.9,0.8,11.4,0.4,13.0,0.6,15.6,0.9,6.7,0.6,9.1,0.3,10.8,0.4,14.1,0.8,4.2,0.5,3.6,0.3,4.4,0.3,6.3,0.5,1.2,0.2,2.4,0.2,2.9,0.3,4.1,0.5,0.9,0.2,0.8,0.1,1.1,0.2,1.7,0.3,0.2,0.1,0.8,0.1,0.9,0.1,1.4,0.3,0.4,0.1,18626,332,22428,394,29924,803,11163,358,30545,680,34769,901,43944,1386,18775,894,28.1,,,,,,,,,,30.0,,,,,,,,,,,,22.5,
